x,y,z,yaw,pitch,roll,img
30,32,36,-8.967193,-2.5426888,10.558649,image00047
31,30,35,-4.768707,-7.182497,6.5724235,image00059
31,28,32,-5.614597,-12.721718,-2.5340552,image00043
27,27,34,-16.182596,-15.788764,5.5271816,image00046
-1,-1,66,-102.959045,-300.00034,297.59592,image00032
33,31,34,0.93907404,-4.6635556,5.635692,image00050
33,29,33,0.23313175,-11.147087,0.23142506,image00040
33,30,34,0.79789275,-6.4045863,4.6696916,image00041
55,22,24,67.95265,-32.783363,-26.530737,image00036
34,32,34,3.442288,-2.0237687,3.0551798,image00048
32,31,32,-0.8390055,-5.8706336,-2.1388109,image00044
31,31,33,-5.620685,-4.7939262,2.5846152,image00053
32,32,34,-2.5491626,-0.5432848,3.3117738,image00039
34,31,32,3.2208068,-5.703167,-1.6763467,image00055
32,33,33,-0.9776204,2.2447524,0.78662044,image00061
33,30,34,0.13277669,-7.908564,5.19137,image00065
40,28,31,22.097603,-13.2223835,-5.494927,image00082
32,27,32,-0.58257616,-15.117207,-1.4595977,image00092
32,32,29,-0.6044282,-0.14082246,-9.690895,image00083
33,30,36,1.309991,-8.605042,10.393645,image00066
33,30,32,0.65015906,-7.551235,-1.1941389,image00093
32,35,33,-0.11320163,6.3141084,2.5635736,image00064
53,32,33,62.4376,-0.55943966,2.973572,image00074
1,66,-1,-95.541,195.86859,-200.8079,image00091
38,34,32,17.906864,4.4647546,-0.6893658,image00081
23,28,35,-28.275549,-12.475431,8.680942,image00076
26,30,37,-19.33561,-8.613956,12.303966,image00067
31,27,30,-3.1393924,-17.387213,-6.5068927,image00079
59,2,-1,79.798225,-91.63854,-103.39272,image00088
59,27,24,78.50771,-15.322254,-26.99129,image00077
35,31,32,8.707626,-3.7836466,-2.1559985,image00087
33,36,32,2.5447822,9.9634495,-0.3721395,image00080
46,32,34,40.78962,-2.2952511,4.711966,image00078
32,30,33,-2.14067,-7.9602194,0.85327196,image00063
29,29,37,-9.401809,-10.767397,14.782153,image00070
37,29,33,12.422392,-10.571454,1.405466,image00090
36,24,26,9.14644,-25.010923,-20.067501,image00084
32,34,34,-1.9272811,4.3514085,3.171458,image00062
36,22,27,9.733699,-30.956587,-15.132178,image00075
37,38,40,13.049802,16.377913,21.462208,image00072
26,32,33,-19.331123,-1.8103696,0.5280193,image00095
32,30,37,-0.8672561,-7.115633,12.185466,image00097
28,28,37,-14.697392,-14.371841,13.422571,image00101
33,33,36,2.5216577,0.6714559,11.338059,image00114
26,40,30,-18.822256,22.129911,-6.268211,image00104
51,29,27,56.336792,-11.463431,-16.590782,image00107
60,66,66,83.34661,112.92605,104.17497,image00139
7,33,39,-75.979515,0.44733867,19.77324,image00143
11,29,47,-64.77775,-10.913496,42.288513,image00120
28,32,35,-14.247584,-2.3950045,7.0743384,image00140
34,34,32,3.808113,5.8105154,-0.33207092,image00126
40,34,34,22.669653,3.7608905,3.101159,image00136
37,30,30,12.98293,-7.4618077,-7.291056,image00124
35,33,29,6.2357473,1.5664246,-10.206505,image00127
38,29,32,15.573342,-11.430083,-2.0586329,image00098
11,36,32,-64.973274,11.9952,-0.8269497,image00112
43,35,24,31.794981,6.325832,-25.37624,image00099
12,26,33,-60.097454,-18.957752,0.3109244,image00138
33,29,44,0.66566145,-9.58449,33.51862,image00102
59,38,32,78.25432,17.702675,-0.9191241,image00118
30,27,23,-8.617033,-17.864964,-28.4836,image00109
12,34,31,-60.569633,3.1340487,-5.515237,image00137
52,33,32,59.548027,2.515204,-2.9843853,image00134
42,29,29,28.429043,-11.814543,-11.463164,image00133
60,31,32,82.347946,-4.5978765,-2.8135426,image00108
30,26,33,-8.761569,-18.022821,0.9153162,image00100
33,30,42,0.9889041,-8.991811,29.3381,image00135
24,42,35,-25.135733,28.69661,8.899987,image00131
24,29,34,-24.515627,-9.523913,4.5788603,image00122
34,26,27,5.4515443,-18.438879,-17.307203,image00190
32,24,35,-1.652981,-25.057558,7.6112266,image00161
6,-1,-1,-80.24836,-133.40306,-218.90343,image00179
32,25,34,-0.63054854,-22.750582,3.6851454,image00174
28,34,29,-13.971787,4.308883,-9.31245,image00183
41,34,31,24.749424,4.2399583,-4.721425,image00197
20,33,29,-37.958744,2.1926703,-9.75615,image00175
52,35,30,57.782314,8.440031,-6.925857,image00164
6,24,42,-78.64777,-26.419842,29.121796,image00158
35,27,32,6.6594462,-16.434042,-2.4567904,image00148
32,33,28,-2.6796536,2.7041566,-13.810681,image00144
15,31,31,-51.820835,-4.1985555,-3.0843651,image00180
59,37,39,79.41765,12.592319,19.672915,image00181
8,-1,66,-74.25087,-121.17216,124.10877,image00188
59,13,9,78.31584,-59.666393,-69.53788,image00170
49,40,39,48.7227,23.205622,20.300129,image00160
44,29,30,33.431526,-11.674529,-7.651556,image00176
7,40,28,-76.23124,23.426485,-12.714928,image00182
31,39,33,-3.7123616,20.81942,0.6974529,image00187
34,32,21,3.7481172,-2.7967775,-33.423393,image00159
26,30,33,-20.833937,-6.601634,2.8209658,image00199
46,30,27,40.929287,-7.7854238,-15.402589,image00198
45,32,39,38.142376,-0.44294992,20.649633,image00151
66,-1,-1,118.90754,-320.1007,-327.57376,image00150
11,28,35,-63.30498,-12.138034,7.3410354,image00167
23,28,34,-27.941736,-12.688626,5.900313,image00168
32,29,33,-0.046889417,-9.648112,0.7468738,image00165
40,28,30,23.072527,-14.505556,-7.9108114,image00186
37,30,28,13.748481,-7.36152,-13.300896,image00152
27,26,33,-15.214204,-19.612986,0.999285,image00218
28,39,32,-14.733769,19.599234,-1.0932477,image00224
32,30,44,-2.0709658,-6.0320945,34.654793,image00209
30,31,40,-6.995274,-3.4492233,23.79952,image00217
51,27,31,55.582035,-16.502398,-3.2908454,image00216
38,31,34,16.556276,-4.672997,4.580942,image00208
26,33,10,-19.061394,1.0501324,-68.09285,image00204
30,33,27,-7.636851,1.0815535,-15.060258,image00202
38,35,43,16.14225,6.7162404,31.760319,image00229
38,27,27,17.064095,-16.397455,-15.342154,image00222
34,28,27,4.752276,-14.827762,-16.617834,image00214
52,25,29,59.234222,-22.847576,-10.079668,image00227
31,26,37,-4.582178,-19.613762,13.223104,image00213
36,31,42,9.713377,-5.552531,29.300104,image00215
38,31,28,15.858714,-3.8045797,-14.40512,image00207
50,29,38,51.558067,-10.981539,15.585701,image00228
50,32,33,51.62428,-2.2687633,0.6728908,image00211
35,27,25,8.936292,-16.370651,-23.745695,image00219
34,31,34,4.13935,-4.4355845,4.847333,image00203
41,30,33,25.391615,-7.068623,1.8980491,image00210
32,32,31,-0.44781795,-2.904867,-4.8322363,image00255
42,29,27,27.191301,-10.978261,-17.094744,image00270
39,30,30,20.69881,-6.05002,-6.0276995,image00231
36,28,30,9.331505,-12.300263,-6.3466845,image00237
12,42,25,-60.943317,28.428335,-23.051844,image00235
15,18,47,-53.519962,-44.95888,43.32557,image00274
26,32,34,-19.034836,-1.053895,3.5664666,image00246
32,27,30,-1.6899034,-16.450459,-7.4522433,image00269
27,30,32,-15.552684,-6.8445625,-1.8634164,image00233
61,-1,0,84.28368,-99.44019,-98.61818,image00260
33,28,31,2.3282268,-14.478196,-5.4161963,image00234
14,30,31,-56.369858,-8.238491,-3.637546,image00271
52,29,31,57.066395,-9.96353,-5.8184743,image00259
46,29,27,41.225372,-11.79819,-15.737636,image00256
31,25,32,-4.6864505,-23.136246,-1.7786455,image00268
14,35,28,-54.685314,6.994643,-14.579479,image00251
39,28,31,18.263056,-13.386686,-5.1622176,image00261
20,25,32,-37.025196,-21.443415,-1.9963254,image00263
31,30,39,-5.4343705,-8.321955,18.66552,image00254
9,32,32,-69.84253,-2.968936,-0.94893175,image00264
35,27,34,8.940141,-15.23326,4.8861737,image00262
26,27,20,-18.864113,-15.042194,-36.30555,image00239
24,29,30,-25.149017,-9.065786,-7.321922,image00289
35,30,36,7.875862,-6.854842,10.422681,image00287
25,31,34,-21.643469,-3.2064974,5.9835453,image00283
39,32,30,19.232855,-0.71706134,-8.660349,image00276
28,30,37,-14.541975,-7.2511706,13.293039,image00280
34,31,32,3.4968193,-4.1594214,-2.7963345,image00282
42,27,36,27.374954,-15.264465,11.192874,image00279
19,32,32,-41.141308,-0.23855598,-0.42206094,image00288
35,30,32,7.8262987,-8.158704,-0.7036984,image00294
34,32,31,4.544735,-2.0619643,-3.290032,image00302
39,23,22,19.188784,-27.376278,-32.87617,image00311
25,25,37,-23.936274,-21.342672,12.289278,image00296
30,33,33,-7.4098077,1.846906,2.259997,image00299
31,34,28,-3.888522,3.5833764,-12.288142,image00291
58,30,32,75.71352,-8.027776,-2.1236217,image00298
31,40,30,-3.397212,23.954668,-8.563076,image00292
8,37,32,-72.012375,13.917324,-0.94691074,image00312
23,32,32,-29.12434,-0.6839008,-1.6132122,image00315
33,27,33,2.6727245,-17.359533,0.45013723,image00310
21,33,32,-35.89121,0.9165748,-0.5888596,image00278
34,43,32,3.3302634,31.531124,-1.5807523,image00303
60,66,66,81.97132,132.70428,133.93132,image00290
19,35,22,-41.226574,8.376495,-32.56652,image00306
40,34,41,23.58911,5.154593,25.653967,image00304
31,28,33,-4.8906174,-14.459321,2.4460893,image00328
27,31,32,-15.46864,-3.0378027,-1.7654465,image00347
6,-1,66,-78.52474,-204.0843,203.08842,image00339
13,44,25,-59.636745,33.715233,-21.446064,image00348
36,41,36,11.989571,26.266499,9.193161,image00329
9,27,47,-69.55475,-16.080109,44.939365,image00336
24,31,32,-24.869175,-5.557665,-2.5344944,image00325
35,26,26,8.479635,-20.444199,-20.001623,image00345
55,45,39,68.67752,37.78636,19.55762,image00338
45,28,29,38.790653,-13.621468,-10.038414,image00324
31,34,38,-3.0146468,3.9866366,15.369338,image00332
17,44,20,-45.426388,35.259453,-37.986965,image00330
36,35,27,11.860024,6.076273,-16.397879,image00331
39,26,39,18.295795,-19.923252,18.850616,image00343
32,31,33,-2.5725918,-3.5682127,0.1574568,image00316
36,37,32,11.317741,12.059713,-1.495399,image00337
46,34,29,41.667217,5.640489,-9.088258,image00318
35,35,35,6.8719244,6.296974,7.9056325,image00333
32,31,38,-2.0998154,-3.7305508,17.739874,image00320
31,31,32,-3.4466026,-5.587945,-1.796924,image00321
41,24,28,24.829473,-25.314312,-13.814854,image00327
37,31,29,13.542025,-5.5670314,-11.139671,image00322
33,29,32,2.6015215,-9.957525,-1.1515403,image00323
43,32,37,32.525608,-1.6634235,13.803037,image00334
31,29,37,-3.589626,-11.106767,13.734044,image00355
28,26,39,-13.051973,-19.925102,19.831575,image00368
38,30,28,15.609774,-8.727389,-12.945423,image00389
31,26,33,-3.2818723,-19.575624,2.111795,image00391
43,27,24,31.769115,-17.309427,-26.047956,image00375
31,33,30,-3.0821388,0.71097934,-7.9724903,image00362
31,26,34,-4.5450807,-20.617588,4.1890764,image00350
35,28,30,7.2598243,-14.642705,-6.6040072,image00387
31,31,30,-3.4516404,-3.5522656,-8.187523,image00360
28,30,36,-14.867565,-6.64706,9.201854,image00357
26,39,24,-20.359268,18.513538,-26.296967,image00374
31,33,28,-4.0153804,1.0269139,-14.489327,image00359
22,41,26,-31.219261,26.658356,-18.011124,image00385
9,-1,66,-71.94689,-111.217316,117.241425,image00352
24,35,28,-26.659758,8.087232,-12.657026,image00376
39,30,30,20.095741,-7.9640083,-6.3889623,image00349
29,30,39,-9.459795,-8.181348,19.397808,image00363
51,29,31,56.99366,-11.852487,-4.9512253,image00354
30,43,32,-7.1974025,32.42982,-1.0212085,image00377
29,25,33,-9.307371,-22.252909,2.0616817,image00371
30,29,34,-7.2865586,-10.230599,3.387231,image00351
31,30,32,-3.1596973,-7.0229564,-0.91289663,image00379
28,32,34,-12.6928215,-0.8500203,4.374822,image00367
36,31,31,11.97867,-4.2524514,-5.486974,image00370
27,28,36,-16.30788,-13.06241,9.238006,image00404
26,31,35,-19.000927,-5.7247796,7.426298,image00426
32,24,33,-2.1548934,-24.629284,1.0090694,image00412
32,26,31,-2.3437064,-18.315756,-3.1332505,image00419
31,25,23,-3.6998956,-21.309856,-29.037853,image00416
36,35,33,11.343683,6.959262,1.5280585,image00393
28,32,35,-14.795385,-1.194144,6.6168256,image00431
20,30,35,-37.54607,-6.7857447,8.631827,image00424
35,27,32,8.093195,-17.030193,-2.3413932,image00397
48,26,24,47.41741,-20.03165,-25.554739,image00429
49,30,35,49.615524,-7.380696,7.1845026,image00395
40,36,39,21.201511,11.891141,19.854633,image00399
35,40,28,6.969167,22.704714,-12.521476,image00427
25,24,37,-22.605051,-25.866457,13.281327,image00408
34,35,32,3.4686975,7.2230926,-1.5085799,image00401
33,28,35,1.3312765,-13.996567,8.291602,image00405
10,25,41,-67.232315,-21.697685,25.306536,image00433
34,44,35,4.6874733,34.44871,7.2456193,image00430
-1,13,50,-117.55676,-58.13187,51.392143,image00400
56,46,40,69.16602,39.439262,23.749914,image00428
24,25,33,-26.541409,-21.257845,2.5099072,image00410
60,23,25,83.05775,-28.866835,-22.061722,image00421
23,35,31,-27.049484,6.7789855,-3.6959124,image00420
7,-1,66,-77.80339,-197.655,198.92271,image00392
33,30,33,0.5613711,-8.980929,0.44982073,image00466
58,37,32,77.553185,13.771754,-0.21014227,image00451
12,26,42,-61.82181,-20.566042,28.674433,image00469
24,28,35,-26.367432,-12.905227,8.475372,image00445
51,27,29,54.405937,-16.505384,-11.220442,image00470
20,22,45,-37.22886,-30.3671,38.163406,image00439
6,34,35,-80.63945,3.9424317,8.151279,image00473
35,33,33,8.694023,1.0644687,0.05124187,image00449
54,46,39,65.621216,39.958942,19.989569,image00475
42,29,22,28.065603,-10.624403,-32.717133,image00440
18,38,-1,-43.36574,15.231988,-102.313126,image00450
35,29,28,8.880604,-11.297882,-14.247097,image00434
23,30,36,-28.26453,-8.154748,11.307464,image00442
50,31,25,53.811905,-4.0065966,-21.927328,image00437
12,17,51,-60.220383,-47.046047,56.228645,image00460
60,51,50,81.1473,55.227444,53.98508,image00477
38,27,23,17.16783,-17.641138,-29.287079,image00444
23,27,35,-28.562477,-15.7151165,8.282275,image00448
31,24,39,-4.7169876,-26.69678,18.019657,image00459
12,15,44,-60.361393,-53.179432,35.8468,image00476
28,31,36,-12.007101,-5.5175734,10.708409,image00447
55,33,31,66.50639,1.1410413,-3.070178,image00468
35,26,34,6.5122824,-19.036243,3.7078605,image00441
29,37,38,-11.137714,14.784369,15.917236,image00457
11,17,51,-65.96951,-47.999336,54.196053,image00472
33,35,32,1.0058184,8.165912,-0.8811465,image00436
17,34,30,-46.12606,5.243348,-6.447379,image00454
32,27,30,-0.7582225,-15.893097,-7.5690107,image00435
36,29,30,9.596386,-10.597914,-8.445659,image00506
32,35,32,-0.17275181,6.103543,-1.1265603,image00481
34,34,23,5.968778,4.5896196,-28.138542,image00511
38,32,20,17.473999,-1.228105,-38.152145,image00491
25,31,34,-23.472982,-3.2081678,4.183368,image00501
38,32,27,17.520538,-2.7648787,-16.145578,image00480
58,33,33,76.92079,1.1279405,1.9037585,image00485
34,29,31,5.880266,-9.369493,-4.746375,image00490
8,39,29,-74.9804,20.943634,-10.9951935,image00486
40,32,35,23.409555,-0.8022324,8.630234,image00483
34,25,32,3.276046,-22.011507,-0.8079411,image00500
30,35,30,-7.535339,8.122561,-6.2831345,image00498
58,41,41,75.462906,24.826487,24.397865,image00482
31,43,35,-5.2734146,30.661276,6.330508,image00514
33,29,33,1.2802887,-10.984388,1.879389,image00503
36,28,33,11.172383,-13.348863,0.3707723,image00496
32,36,33,-1.15599,9.020796,1.1556965,image00512
36,47,4,9.753065,42.004395,-86.22902,image00497
33,30,32,0.15439941,-6.28771,-0.39919287,image00504
33,31,35,0.9505933,-3.883019,6.8789945,image00494
14,28,35,-56.405037,-12.749583,6.0876107,image00489
46,38,37,41.412853,17.92702,14.260897,image00507
32,29,39,-2.764692,-11.156295,20.285305,image00499
29,34,33,-10.192733,5.770633,0.01245676,image00549
24,32,27,-26.417112,-1.8091635,-17.970362,image00517
17,26,37,-46.067703,-19.626293,14.995211,image00523
33,29,32,0.8554522,-11.352707,-0.6614745,image00527
26,30,35,-18.440395,-8.07355,8.7668915,image00550
29,24,33,-10.724044,-25.69405,1.9630736,image00553
28,28,28,-13.631326,-12.291588,-12.200434,image00551
36,32,31,10.634649,-2.9552367,-5.7654366,image00528
23,28,39,-29.892849,-14.628764,18.063469,image00530
34,33,30,5.3796477,0.4737295,-8.735475,image00540
58,20,16,77.03638,-36.86246,-49.03286,image00545
18,28,37,-42.66932,-13.3710785,12.951393,image00544
34,23,25,5.3595757,-29.96292,-21.216124,image00533
28,33,36,-13.153611,0.74002874,9.829378,image00538
27,35,41,-17.407843,6.8191123,25.549479,image00534
32,31,32,-1.9582361,-4.4683228,-0.3610311,image00535
41,26,29,25.210886,-19.185266,-11.040552,image00521
29,31,30,-10.036928,-4.073579,-6.431695,image00532
21,32,34,-35.709,-0.9901996,5.616868,image00516
27,24,34,-17.361837,-26.643373,3.484822,image00520
39,33,31,19.49483,2.322391,-4.5359907,image00548
37,29,31,13.374313,-10.802145,-3.1080763,image00515
16,40,35,-49.83807,22.386782,8.887501,image00519
44,26,28,34.0536,-20.702436,-14.622108,image00547
32,37,30,-1.1023421,12.609716,-8.7003,image00518
25,28,32,-23.993248,-14.00798,-1.9247544,image00543
32,26,32,-1.7348402,-19.040035,-0.0037476916,image00560
35,29,32,7.3803806,-9.503428,-0.65055996,image00559
39,26,30,18.940348,-19.150984,-8.577602,image00558
37,40,29,12.040837,21.576532,-9.601183,image00571
32,32,32,-0.31664896,-0.34264922,-2.448929,image00574
33,33,28,2.2940404,0.29252714,-13.678736,image00555
44,32,33,33.21221,-0.07572201,2.255904,image00578
34,39,28,3.5293303,19.859465,-13.114094,image00561
24,36,32,-26.458492,10.825566,-1.5858535,image00557
36,35,46,11.27736,8.759531,40.998207,image00562
33,30,31,0.3505709,-8.695445,-5.1001506,image00589
35,30,27,8.06082,-8.310953,-15.099853,image00584
34,32,42,3.987257,-1.6392025,28.402704,image00564
40,35,32,22.573357,8.29357,-2.2944658,image00567
33,39,32,2.8241506,19.26783,-0.2316127,image00566
46,40,35,39.63431,22.469973,8.690853,image00586
34,38,31,5.742894,17.491304,-5.3730764,image00554
25,29,33,-21.456425,-9.417717,1.5613625,image00591
23,33,36,-29.22812,1.525437,10.913884,image00593
8,29,35,-74.1228,-9.709005,6.547246,image00565
48,30,27,45.109623,-7.319445,-17.633532,image00577
37,34,30,14.779626,5.5755935,-6.5515437,image00587
32,33,33,-2.499849,0.21496102,1.4539553,image00592
32,28,33,-1.6631938,-14.075998,0.64916146,image00580
36,30,45,9.526844,-6.253018,37.72849,image00585
41,28,25,25.822456,-13.111295,-23.279804,image00606
35,25,32,7.68987,-22.02223,-2.6982825,image00624
38,23,21,16.193764,-28.778234,-35.826683,image00615
34,26,30,3.7179818,-19.521254,-7.6182156,image00612
40,31,33,22.13195,-4.0635796,1.7037935,image00608
32,28,15,-0.2793792,-13.67264,-51.991444,image00602
51,20,19,54.586765,-37.401455,-40.184483,image00626
35,35,33,7.4140773,6.5036364,0.022687789,image00632
21,26,44,-34.89515,-20.871033,34.01069,image00614
35,29,32,6.959772,-11.217495,-1.8356161,image00598
38,29,24,17.62358,-10.669636,-25.284536,image00597
37,32,36,13.686134,-1.5229661,10.102657,image00604
14,24,40,-55.41105,-25.148504,22.246037,image00623
7,27,42,-75.3156,-17.028074,28.577888,image00599
10,27,32,-66.53689,-16.595604,-0.3413541,image00610
36,28,36,11.662007,-12.292439,10.28594,image00609
29,27,36,-11.5882015,-17.065508,11.063007,image00595
19,31,36,-39.33379,-5.01237,9.092123,image00631
32,30,-1,-2.8172438,-6.300846,-100.876335,image00617
38,35,27,15.891327,6.174854,-15.633528,image00613
39,29,41,18.552927,-10.73824,24.044727,image00611
34,28,23,5.266268,-14.048569,-28.391579,image00600
34,29,30,4.558467,-9.201614,-8.667996,image00607
20,31,31,-37.90791,-5.0642557,-4.016596,image00622
56,29,31,70.00286,-9.056965,-3.7422261,image00627
39,35,33,19.253618,7.728125,0.16905163,image00682
36,35,30,11.267088,6.028501,-6.209375,image00645
38,27,30,16.948256,-16.063234,-7.639819,image00667
35,31,29,6.0912623,-5.783473,-11.690819,image00670
15,35,32,-53.27254,7.4421434,-1.6967841,image00636
27,31,31,-15.282483,-5.831797,-3.4312482,image00681
45,26,28,36.109226,-20.771385,-14.492975,image00643
31,30,36,-5.5279393,-6.9879193,10.540434,image00665
27,29,36,-16.70678,-10.861707,9.2509985,image00648
45,31,31,37.61517,-4.390769,-3.1360023,image00673
29,29,30,-9.543591,-10.298671,-6.943831,image00656
21,24,40,-34.469597,-24.707394,22.622152,image00661
33,26,32,0.64006907,-19.892708,-0.8422966,image00690
28,32,28,-13.382342,-2.0906348,-12.222195,image00634
31,34,31,-3.0153894,5.6091504,-3.4578624,image00642
18,31,34,-42.776493,-5.7474613,3.8618057,image00684
32,30,32,-1.9957082,-6.8739805,-0.4230953,image00689
38,38,35,16.759092,16.061808,6.919733,image00679
30,33,31,-7.970723,1.2353245,-4.115409,image00663
41,29,31,25.499556,-10.745809,-4.5280213,image00688
36,28,32,9.096973,-12.273039,-0.6840463,image00678
30,23,33,-7.1422377,-27.218184,2.8094118,image00685
34,29,32,5.049125,-9.034426,-2.3473015,image00658
51,26,25,56.77021,-20.108728,-22.873352,image00680
35,28,31,6.856739,-13.8433695,-5.0507917,image00683
23,32,30,-28.298798,-0.47127616,-6.899349,image00655
36,31,33,9.586323,-4.262721,0.96689004,image00650
23,9,52,-27.346397,-71.44707,57.1724,image00696
20,29,36,-36.0341,-10.9674835,10.349258,image00725
34,41,33,5.839357,25.007109,2.4175284,image00713
24,30,36,-25.22636,-7.955358,10.715753,image00699
33,34,31,2.1793373,5.0166163,-5.276624,image00705
29,27,36,-10.938559,-16.092802,9.711907,image00712
34,29,28,3.237373,-11.688356,-14.130687,image00723
40,32,25,21.205162,-2.7122893,-23.541086,image00727
37,42,30,12.294046,29.488014,-8.218261,image00724
21,34,20,-35.358555,4.629991,-36.973064,image00695
27,26,27,-15.475959,-20.635777,-15.975915,image00719
35,32,39,6.589925,-0.78121483,18.002964,image00726
28,29,32,-12.643091,-9.906418,-2.0527306,image00691
36,29,32,9.063064,-9.823794,-1.4435325,image00693
5,28,38,-82.71608,-12.107419,15.8469715,image00722
33,27,34,1.0970699,-15.396906,3.3492143,image00694
38,32,34,15.513832,-0.78113705,4.092985,image00710
35,33,31,6.5379443,2.509728,-4.5572567,image00729
45,37,42,38.2418,12.068556,27.731865,image00728
33,25,32,0.93470234,-23.100626,-0.5029506,image00715
39,30,34,18.217825,-7.3695574,3.2909832,image00730
28,27,31,-14.708651,-16.237907,-5.6462717,image00700
39,40,34,18.326437,22.284044,3.7875516,image00692
31,32,30,-4.5286922,-2.6890574,-8.789667,image00714
35,33,32,8.369323,2.8926265,-0.57489085,image00697
22,28,33,-31.027613,-12.482906,1.5571336,image00755
16,29,29,-49.878925,-11.027635,-10.259694,image00735
34,29,31,4.164943,-10.037676,-4.4810333,image00777
28,31,35,-14.975606,-5.0457344,6.4662867,image00745
31,39,27,-5.1216254,20.428331,-15.9778595,image00773
33,30,32,1.800713,-8.117553,-2.614328,image00774
28,31,32,-13.272549,-4.260106,-2.7715304,image00741
29,24,33,-9.304049,-26.606173,2.2322896,image00740
34,32,31,4.7054667,-0.62491083,-3.4970052,image00761
37,28,25,14.046858,-14.533234,-22.717878,image00747
34,26,29,3.9546752,-18.832361,-10.890812,image00775
38,33,33,15.027159,1.9013349,0.7764829,image00776
29,28,33,-10.189125,-13.51006,1.9240408,image00772
32,31,32,-2.5118468,-3.0842624,-2.8587105,image00764
11,31,39,-64.27621,-5.210631,20.276394,image00759
30,32,30,-6.6858826,-0.2895279,-7.3036776,image00757
38,26,16,15.017189,-18.092567,-50.38874,image00733
28,34,33,-14.568765,3.7358317,0.84352535,image00753
31,29,32,-5.1417413,-11.798992,-0.04047169,image00771
19,34,36,-41.688118,4.753971,11.734639,image00739
9,66,-1,-69.69938,102.69818,-113.40919,image00734
10,21,46,-67.10629,-35.452225,40.757633,image00748
34,36,34,3.3006346,10.599261,5.406026,image00778
23,36,19,-28.443674,11.962359,-41.510643,image00743
57,38,33,74.251526,15.113604,2.7822313,image00731
34,21,31,3.5591784,-33.42688,-3.6806886,image00814
34,26,30,4.311555,-18.112343,-7.268333,image00793
42,35,24,29.606842,8.964172,-24.39103,image00787
49,28,28,48.0545,-14.006567,-13.725511,image00784
46,19,23,39.909096,-40.243504,-27.294807,image00803
26,26,30,-20.779783,-19.338682,-6.933821,image00796
41,29,36,25.961452,-9.59384,11.062069,image00797
17,29,39,-46.83876,-11.889243,20.85164,image00813
32,32,32,-1.2979735,-0.2732224,-0.105012186,image00782
33,26,33,1.0165703,-18.24438,1.161063,image00824
31,28,32,-3.743849,-14.144569,-0.6258584,image00818
40,29,22,21.83011,-9.317991,-31.05346,image00785
15,42,21,-52.39745,27.387033,-33.11231,image00781
32,29,32,-0.5726378,-9.735165,-1.9749733,image00806
37,26,30,14.644139,-18.959837,-8.238873,image00802
28,32,33,-12.376536,-2.378311,2.2640462,image00804
44,45,31,34.87357,37.602932,-4.136708,image00795
39,22,26,19.62373,-30.50126,-19.07975,image00792
33,31,25,1.2843316,-5.615369,-21.528746,image00791
46,31,30,39.2139,-3.0182993,-6.426997,image00809
53,40,39,62.343002,23.020437,19.068344,image00801
31,37,23,-5.474507,12.182415,-28.873806,image00779
10,12,57,-68.43246,-60.160114,73.96601,image00815
33,30,31,0.1870197,-8.590876,-5.807334,image00783
32,32,30,-2.4525883,-1.9231358,-7.710662,image00788
51,23,21,54.26749,-27.140696,-35.226673,image00808
10,38,29,-67.18006,15.203019,-11.157933,image00825
36,28,29,11.856499,-12.5659485,-11.589337,image00856
21,35,31,-35.37552,7.85886,-5.238066,image00837
37,30,32,14.108519,-7.2530837,-1.9078346,image00842
39,31,22,18.006098,-4.354391,-31.738451,image00846
44,32,32,33.251526,-2.6565413,-1.3530875,image00847
28,26,36,-13.59658,-18.861887,10.579597,image00841
39,33,31,20.222668,1.9117992,-3.602211,image00844
38,30,30,16.534338,-6.023523,-8.897713,image00855
34,43,31,3.120334,30.416592,-5.0824304,image00854
